ano_mês,uf,produto,unid,venda,criado_em,ano
2014-07,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2014-08,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2014-09,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2014-10,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2014-11,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2014-12,GO,Querosene_Iluminante,m3, 5 ,2022-09-11,
2015-01,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2015-02,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2015-03,GO,Querosene_Iluminante,m3, 10 ,2022-09-11,
2015-04,GO,Querosene_Iluminante,m3, 10 ,2022-09-11,
2015-05,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2015-06,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2015-07,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2015-08,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2015-09,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2015-10,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2015-11,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2015-12,GO,Querosene_Iluminante,m3, NaN   ,2022-09-11,
2000-01,MA,Querosene Iluminante,m3,,2022-09-11,
2000-02,MA,Querosene Iluminante,m3,,2022-09-11,
2000-03,MA,Querosene Iluminante,m3,,2022-09-11,
2000-04,MA,Querosene Iluminante,m3,,2022-09-11,
2000-05,MA,Querosene Iluminante,m3,,2022-09-11,
2000-06,MA,Querosene Iluminante,m3,,2022-09-11,
2000-07,MA,Querosene Iluminante,m3,,2022-09-11,
2000-08,MA,Querosene Iluminante,m3,,2022-09-11,
2000-09,MA,Querosene Iluminante,m3,,2022-09-11,
2000-10,MA,Querosene Iluminante,m3,,2022-09-11,
2000-11,MA,Querosene Iluminante,m3,,2022-09-11,
2000-12,MA,Querosene Iluminante,m3,,2022-09-11,
2001-01,MA,Querosene Iluminante,m3,,2022-09-11,
2001-02,MA,Querosene Iluminante,m3,,2022-09-11,
2001-03,MA,Querosene Iluminante,m3,,2022-09-11,
2001-04,MA,Querosene Iluminante,m3,,2022-09-11,
2001-05,MA,Querosene Iluminante,m3,,2022-09-11,
2001-06,MA,Querosene Iluminante,m3,,2022-09-11,
2001-07,MA,Querosene Iluminante,m3,,2022-09-11,
2001-08,MA,Querosene Iluminante,m3,,2022-09-11,
2001-09,MA,Querosene Iluminante,m3,,2022-09-11,
2001-10,MA,Querosene Iluminante,m3,,2022-09-11,
2001-11,MA,Querosene Iluminante,m3,,2022-09-11,
2001-12,MA,Querosene Iluminante,m3,,2022-09-11,
2002-01,MA,Querosene Iluminante,m3,,2022-09-11,
2002-02,MA,Querosene Iluminante,m3,,2022-09-11,
2002-03,MA,Querosene Iluminante,m3,,2022-09-11,
2002-04,MA,Querosene Iluminante,m3,,2022-09-11,
2002-05,MA,Querosene Iluminante,m3,,2022-09-11,
2002-06,MA,Querosene Iluminante,m3,,2022-09-11,
2002-07,MA,Querosene Iluminante,m3,,2022-09-11,
2002-08,MA,Querosene Iluminante,m3,,2022-09-11,
2002-09,MA,Querosene Iluminante,m3,,2022-09-11,
2002-10,MA,Querosene Iluminante,m3,,2022-09-11,
2002-11,MA,Querosene Iluminante,m3,,2022-09-11,
2002-12,MA,Querosene Iluminante,m3,,2022-09-11,
2003-01,MA,Querosene Iluminante,m3,,2022-09-11,
2003-02,MA,Querosene Iluminante,m3,,2022-09-11,
2003-03,MA,Querosene Iluminante,m3,,2022-09-11,
2003-04,MA,Querosene Iluminante,m3,,2022-09-11,
2003-05,MA,Querosene Iluminante,m3,,2022-09-11,
2003-06,MA,Querosene Iluminante,m3,,2022-09-11,
2003-07,MA,Querosene Iluminante,m3,,2022-09-11,
2003-08,MA,Querosene Iluminante,m3,,2022-09-11,
2003-09,MA,Querosene Iluminante,m3,,2022-09-11,
2003-10,MA,Querosene Iluminante,m3,,2022-09-11,
2003-11,MA,Querosene Iluminante,m3,,2022-09-11,
2003-12,MA,Querosene Iluminante,m3,,2022-09-11,
2004-01,MA,Querosene Iluminante,m3,,2022-09-11,
2004-02,MA,Querosene Iluminante,m3,,2022-09-11,
2004-03,MA,Querosene Iluminante,m3,,2022-09-11,
2004-04,MA,Querosene Iluminante,m3,,2022-09-11,
2004-05,MA,Querosene Iluminante,m3,,2022-09-11,
2004-06,MA,Querosene Iluminante,m3,,2022-09-11,
2004-07,MA,Querosene Iluminante,m3,,2022-09-11,
2004-08,MA,Querosene Iluminante,m3,,2022-09-11,
2004-09,MA,Querosene Iluminante,m3,,2022-09-11,
2004-10,MA,Querosene Iluminante,m3,,2022-09-11,
2004-11,MA,Querosene Iluminante,m3,,2022-09-11,
2004-12,MA,Querosene Iluminante,m3,,2022-09-11,
2005-01,MA,Querosene Iluminante,m3,,2022-09-11,
2005-02,MA,Querosene Iluminante,m3,,2022-09-11,
2005-03,MA,Querosene Iluminante,m3,,2022-09-11,
2005-04,MA,Querosene Iluminante,m3,,2022-09-11,
2005-05,MA,Querosene Iluminante,m3,,2022-09-11,
2005-06,MA,Querosene Iluminante,m3,,2022-09-11,
2005-07,MA,Querosene Iluminante,m3,,2022-09-11,
2005-08,MA,Querosene Iluminante,m3,,2022-09-11,
2005-09,MA,Querosene Iluminante,m3,,2022-09-11,
2005-10,MA,Querosene Iluminante,m3,,2022-09-11,
2005-11,MA,Querosene Iluminante,m3,,2022-09-11,
2005-12,MA,Querosene Iluminante,m3,,2022-09-11,
2006-01,MA,Querosene Iluminante,m3,,2022-09-11,
2006-02,MA,Querosene Iluminante,m3,,2022-09-11,
2006-03,MA,Querosene Iluminante,m3,,2022-09-11,
2006-04,MA,Querosene Iluminante,m3,,2022-09-11,
2006-05,MA,Querosene Iluminante,m3,,2022-09-11,
2006-06,MA,Querosene Iluminante,m3,,2022-09-11,
2006-07,MA,Querosene Iluminante,m3,,2022-09-11,
2006-08,MA,Querosene Iluminante,m3,,2022-09-11,
2006-09,MA,Querosene Iluminante,m3,,2022-09-11,
2006-10,MA,Querosene Iluminante,m3,,2022-09-11,
2006-11,MA,Querosene Iluminante,m3,,2022-09-11,
2006-12,MA,Querosene Iluminante,m3,,2022-09-11,
2007-01,MA,Querosene Iluminante,m3,,2022-09-11,
2007-02,MA,Querosene Iluminante,m3,,2022-09-11,
2007-03,MA,Querosene Iluminante,m3,,2022-09-11,
2007-04,MA,Querosene Iluminante,m3,,2022-09-11,
2007-05,MA,Querosene Iluminante,m3,,2022-09-11,
2007-06,MA,Querosene Iluminante,m3,,2022-09-11,
2007-07,MA,Querosene Iluminante,m3,,2022-09-11,
2007-08,MA,Querosene Iluminante,m3,,2022-09-11,
2007-09,MA,Querosene Iluminante,m3,,2022-09-11,
2007-10,MA,Querosene Iluminante,m3,,2022-09-11,
2007-11,MA,Querosene Iluminante,m3,,2022-09-11,
2007-12,MA,Querosene Iluminante,m3,,2022-09-11,
2008-01,MA,Querosene Iluminante,m3,,2022-09-11,
2008-02,MA,Querosene Iluminante,m3,,2022-09-11,
2008-03,MA,Querosene Iluminante,m3,,2022-09-11,
2008-04,MA,Querosene Iluminante,m3,,2022-09-11,
2008-05,MA,Querosene Iluminante,m3,,2022-09-11,
2008-06,MA,Querosene Iluminante,m3,,2022-09-11,
2008-07,MA,Querosene Iluminante,m3,,2022-09-11,
2008-08,MA,Querosene Iluminante,m3,,2022-09-11,
2008-09,MA,Querosene Iluminante,m3,,2022-09-11,
2008-10,MA,Querosene Iluminante,m3,,2022-09-11,
2008-11,MA,Querosene Iluminante,m3,,2022-09-11,
2008-12,MA,Querosene Iluminante,m3,,2022-09-11,
2009-01,MA,Querosene Iluminante,m3,,2022-09-11,
2009-02,MA,Querosene Iluminante,m3,,2022-09-11,
2009-03,MA,Querosene Iluminante,m3,,2022-09-11,
2009-04,MA,Querosene Iluminante,m3,,2022-09-11,
2009-05,MA,Querosene Iluminante,m3,,2022-09-11,
2009-06,MA,Querosene Iluminante,m3,,2022-09-11,
2009-07,MA,Querosene Iluminante,m3,,2022-09-11,
2009-08,MA,Querosene Iluminante,m3,,2022-09-11,
2009-09,MA,Querosene Iluminante,m3,,2022-09-11,
2009-10,MA,Querosene Iluminante,m3,,2022-09-11,
2009-11,MA,Querosene Iluminante,m3,,2022-09-11,
2009-12,MA,Querosene Iluminante,m3,,2022-09-11,
2010-01,MA,Querosene Iluminante,m3,,2022-09-11,
2010-02,MA,Querosene Iluminante,m3,,2022-09-11,
2010-03,MA,Querosene Iluminante,m3,,2022-09-11,
2010-04,MA,Querosene Iluminante,m3,,2022-09-11,
2010-05,MA,Querosene Iluminante,m3,,2022-09-11,
2010-06,MA,Querosene Iluminante,m3,,2022-09-11,
2010-07,MA,Querosene Iluminante,m3,,2022-09-11,
2010-08,MA,Querosene Iluminante,m3,,2022-09-11,
2010-09,MA,Querosene Iluminante,m3,,2022-09-11,
2010-10,MA,Querosene Iluminante,m3,,2022-09-11,
2010-11,MA,Querosene Iluminante,m3,,2022-09-11,
2010-12,MA,Querosene Iluminante,m3,,2022-09-11,
2011-01,MA,Querosene Iluminante,m3,,2022-09-11,
2011-02,MA,Querosene Iluminante,m3,,2022-09-11,
2011-03,MA,Querosene Iluminante,m3,,2022-09-11,
2011-04,MA,Querosene Iluminante,m3,,2022-09-11,
2011-05,MA,Querosene Iluminante,m3,,2022-09-11,
2011-06,MA,Querosene Iluminante,m3,,2022-09-11,
2011-07,MA,Querosene Iluminante,m3,,2022-09-11,
2011-08,MA,Querosene Iluminante,m3,,2022-09-11,
2011-09,MA,Querosene Iluminante,m3,,2022-09-11,
2011-10,MA,Querosene Iluminante,m3,,2022-09-11,
2011-11,MA,Querosene Iluminante,m3,,2022-09-11,
2011-12,MA,Querosene Iluminante,m3,,2022-09-11,
2012-01,MA,Querosene Iluminante,m3, 65 ,2022-09-11,
2012-02,MA,Querosene Iluminante,m3, 20 ,2022-09-11,
2012-03,MA,Querosene Iluminante,m3, 60 ,2022-09-11,
2012-04,MA,Querosene Iluminante,m3, 30 ,2022-09-11,
2012-05,MA,Querosene Iluminante,m3, 45 ,2022-09-11,
2012-06,MA,Querosene Iluminante,m3, 30 ,2022-09-11,
2012-07,MA,Querosene Iluminante,m3, 15 ,2022-09-11,
2012-08,MA,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-09,MA,Querosene Iluminante,m3, 55 ,2022-09-11,
2012-10,MA,Querosene Iluminante,m3, 25 ,2022-09-11,
2012-11,MA,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-12,MA,Querosene Iluminante,m3, 25 ,2022-09-11,
2013-01,MA,Querosene Iluminante,m3, 30 ,2022-09-11,
2013-02,MA,Querosene Iluminante,m3, 30 ,2022-09-11,
2013-03,MA,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-04,MA,Querosene Iluminante,m3, 45 ,2022-09-11,
2013-05,MA,Querosene Iluminante,m3, 30 ,2022-09-11,
2013-06,MA,Querosene Iluminante,m3, 15 ,2022-09-11,
2013-07,MA,Querosene Iluminante,m3, 15 ,2022-09-11,
2013-08,MA,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-09,MA,Querosene Iluminante,m3, 30 ,2022-09-11,
2013-10,MA,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-11,MA,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-12,MA,Querosene Iluminante,m3, NaN   ,2022-09-11,
2000-01,MG,Querosene Iluminante,m3,661.0,2022-09-11,
2000-02,MG,Querosene Iluminante,m3,832.0,2022-09-11,
2000-03,MG,Querosene Iluminante,m3,661.0,2022-09-11,
2000-04,MG,Querosene Iluminante,m3,816.0,2022-09-11,
2000-05,MG,Querosene Iluminante,m3,1.231,2022-09-11,
2000-06,MG,Querosene Iluminante,m3,1.408,2022-09-11,
2000-07,MG,Querosene Iluminante,m3,1.482,2022-09-11,
2000-08,MG,Querosene Iluminante,m3,1.74,2022-09-11,
2000-09,MG,Querosene Iluminante,m3,1.65,2022-09-11,
2000-10,MG,Querosene Iluminante,m3,1.714,2022-09-11,
2000-11,MG,Querosene Iluminante,m3,1.801,2022-09-11,
2000-12,MG,Querosene Iluminante,m3,1.079,2022-09-11,
2001-01,MG,Querosene Iluminante,m3,2.071,2022-09-11,
2001-02,MG,Querosene Iluminante,m3,2.639,2022-09-11,
2001-03,MG,Querosene Iluminante,m3,2.332,2022-09-11,
2001-04,MG,Querosene Iluminante,m3,2.219,2022-09-11,
2001-05,MG,Querosene Iluminante,m3,2.075,2022-09-11,
2001-06,MG,Querosene Iluminante,m3,1.371,2022-09-11,
2001-07,MG,Querosene Iluminante,m3,1.279,2022-09-11,
2001-08,MG,Querosene Iluminante,m3,1.806,2022-09-11,
2001-09,MG,Querosene Iluminante,m3,2.021,2022-09-11,
2001-10,MG,Querosene Iluminante,m3,2.344,2022-09-11,
2001-11,MG,Querosene Iluminante,m3,2.652,2022-09-11,
2001-12,MG,Querosene Iluminante,m3,2.328,2022-09-11,
2002-01,MG,Querosene Iluminante,m3,1.851,2022-09-11,
2002-02,MG,Querosene Iluminante,m3,1.683,2022-09-11,
2002-03,MG,Querosene Iluminante,m3,1.292,2022-09-11,
2002-04,MG,Querosene Iluminante,m3,912.0,2022-09-11,
2002-05,MG,Querosene Iluminante,m3,1.397,2022-09-11,
2002-06,MG,Querosene Iluminante,m3,2.269,2022-09-11,
2002-07,MG,Querosene Iluminante,m3,2.14,2022-09-11,
2002-08,MG,Querosene Iluminante,m3,2.176,2022-09-11,
2002-09,MG,Querosene Iluminante,m3,1.829,2022-09-11,
2002-10,MG,Querosene Iluminante,m3,3.546,2022-09-11,
2002-11,MG,Querosene Iluminante,m3,1.799,2022-09-11,
2002-12,MG,Querosene Iluminante,m3,821.0,2022-09-11,
2003-01,MG,Querosene Iluminante,m3,1.862,2022-09-11,
2003-02,MG,Querosene Iluminante,m3,1.802,2022-09-11,
2003-03,MG,Querosene Iluminante,m3,2.721,2022-09-11,
2003-04,MG,Querosene Iluminante,m3,1.565,2022-09-11,
2003-05,MG,Querosene Iluminante,m3,1.538,2022-09-11,
2003-06,MG,Querosene Iluminante,m3,2.133,2022-09-11,
2003-07,MG,Querosene Iluminante,m3,2.741,2022-09-11,
2003-08,MG,Querosene Iluminante,m3,2.775,2022-09-11,
2003-09,MG,Querosene Iluminante,m3,2.712,2022-09-11,
2003-10,MG,Querosene Iluminante,m3,2.04,2022-09-11,
2003-11,MG,Querosene Iluminante,m3,1.929,2022-09-11,
2003-12,MG,Querosene Iluminante,m3,2.141,2022-09-11,
2004-01,MG,Querosene Iluminante,m3,957.0,2022-09-11,
2004-02,MG,Querosene Iluminante,m3,925.0,2022-09-11,
2004-03,MG,Querosene Iluminante,m3,959.0,2022-09-11,
2004-04,MG,Querosene Iluminante,m3,754.0,2022-09-11,
2004-05,MG,Querosene Iluminante,m3,1.357,2022-09-11,
2004-06,MG,Querosene Iluminante,m3,1.979,2022-09-11,
2004-07,MG,Querosene Iluminante,m3,2.375,2022-09-11,
2004-08,MG,Querosene Iluminante,m3,2.319,2022-09-11,
2004-09,MG,Querosene Iluminante,m3,1.981,2022-09-11,
2004-10,MG,Querosene Iluminante,m3,1.407,2022-09-11,
2004-11,MG,Querosene Iluminante,m3,1.51,2022-09-11,
2004-12,MG,Querosene Iluminante,m3,1.049,2022-09-11,
2005-01,MG,Querosene Iluminante,m3,1.349,2022-09-11,
2005-02,MG,Querosene Iluminante,m3,803.0,2022-09-11,
2005-03,MG,Querosene Iluminante,m3,1.929,2022-09-11,
2005-04,MG,Querosene Iluminante,m3,626.0,2022-09-11,
2005-05,MG,Querosene Iluminante,m3,533.0,2022-09-11,
2005-06,MG,Querosene Iluminante,m3,629.0,2022-09-11,
2005-07,MG,Querosene Iluminante,m3,514.0,2022-09-11,
2005-08,MG,Querosene Iluminante,m3,581.0,2022-09-11,
2005-09,MG,Querosene Iluminante,m3,858.0,2022-09-11,
2005-10,MG,Querosene Iluminante,m3,461.0,2022-09-11,
2005-11,MG,Querosene Iluminante,m3,365.0,2022-09-11,
2005-12,MG,Querosene Iluminante,m3,248.0,2022-09-11,
2006-01,MG,Querosene Iluminante,m3,663.0,2022-09-11,
2006-02,MG,Querosene Iluminante,m3,531.0,2022-09-11,
2006-03,MG,Querosene Iluminante,m3,693.0,2022-09-11,
2006-04,MG,Querosene Iluminante,m3,424.0,2022-09-11,
2006-05,MG,Querosene Iluminante,m3,607.0,2022-09-11,
2006-06,MG,Querosene Iluminante,m3,723.0,2022-09-11,
2006-07,MG,Querosene Iluminante,m3,673.0,2022-09-11,
2006-08,MG,Querosene Iluminante,m3,811.0,2022-09-11,
2006-09,MG,Querosene Iluminante,m3,566.0,2022-09-11,
2006-10,MG,Querosene Iluminante,m3,725.0,2022-09-11,
2006-11,MG,Querosene Iluminante,m3,766.0,2022-09-11,
2006-12,MG,Querosene Iluminante,m3,642.0,2022-09-11,
2007-01,MG,Querosene Iluminante,m3,624.0,2022-09-11,
2007-02,MG,Querosene Iluminante,m3,502.0,2022-09-11,
2007-03,MG,Querosene Iluminante,m3,507.0,2022-09-11,
2007-04,MG,Querosene Iluminante,m3,431.0,2022-09-11,
2007-05,MG,Querosene Iluminante,m3,640.0,2022-09-11,
2007-06,MG,Querosene Iluminante,m3,424.0,2022-09-11,
2007-07,MG,Querosene Iluminante,m3,388.0,2022-09-11,
2007-08,MG,Querosene Iluminante,m3,542.0,2022-09-11,
2007-09,MG,Querosene Iluminante,m3,500.0,2022-09-11,
2007-10,MG,Querosene Iluminante,m3,584.0,2022-09-11,
2007-11,MG,Querosene Iluminante,m3,516.0,2022-09-11,
2007-12,MG,Querosene Iluminante,m3,456.0,2022-09-11,
2008-01,MG,Querosene Iluminante,m3,652.0,2022-09-11,
2008-02,MG,Querosene Iluminante,m3,405.0,2022-09-11,
2008-03,MG,Querosene Iluminante,m3,480.0,2022-09-11,
2008-04,MG,Querosene Iluminante,m3,528.0,2022-09-11,
2008-05,MG,Querosene Iluminante,m3,428.0,2022-09-11,
2008-06,MG,Querosene Iluminante,m3,255.0,2022-09-11,
2008-07,MG,Querosene Iluminante,m3,389.0,2022-09-11,
2008-08,MG,Querosene Iluminante,m3,362.0,2022-09-11,
2008-09,MG,Querosene Iluminante,m3,300.0,2022-09-11,
2008-10,MG,Querosene Iluminante,m3,442.0,2022-09-11,
2008-11,MG,Querosene Iluminante,m3,297.0,2022-09-11,
2008-12,MG,Querosene Iluminante,m3,227.0,2022-09-11,
2009-01,MG,Querosene Iluminante,m3,373.0,2022-09-11,
2009-02,MG,Querosene Iluminante,m3,151.0,2022-09-11,
2009-03,MG,Querosene Iluminante,m3,307.0,2022-09-11,
2009-04,MG,Querosene Iluminante,m3,382.0,2022-09-11,
2009-05,MG,Querosene Iluminante,m3,272.0,2022-09-11,
2009-06,MG,Querosene Iluminante,m3,258.0,2022-09-11,
2009-07,MG,Querosene Iluminante,m3,212.0,2022-09-11,
2009-08,MG,Querosene Iluminante,m3,287.0,2022-09-11,
2009-09,MG,Querosene Iluminante,m3,347.0,2022-09-11,
2009-10,MG,Querosene Iluminante,m3,194.0,2022-09-11,
2009-11,MG,Querosene Iluminante,m3,283.0,2022-09-11,
2009-12,MG,Querosene Iluminante,m3,317.0,2022-09-11,
2010-01,MG,Querosene Iluminante,m3,221.0,2022-09-11,
2010-02,MG,Querosene Iluminante,m3,340.0,2022-09-11,
2010-03,MG,Querosene Iluminante,m3,340.0,2022-09-11,
2010-04,MG,Querosene Iluminante,m3,240.0,2022-09-11,
2010-05,MG,Querosene Iluminante,m3,290.0,2022-09-11,
2010-06,MG,Querosene Iluminante,m3,295.0,2022-09-11,
2010-07,MG,Querosene Iluminante,m3,235.0,2022-09-11,
2010-08,MG,Querosene Iluminante,m3,320.0,2022-09-11,
2010-09,MG,Querosene Iluminante,m3,310.0,2022-09-11,
2010-10,MG,Querosene Iluminante,m3,310.0,2022-09-11,
2010-11,MG,Querosene Iluminante,m3,435.0,2022-09-11,
2010-12,MG,Querosene Iluminante,m3,285.0,2022-09-11,
2011-01,MG,Querosene Iluminante,m3,280.0,2022-09-11,
2011-02,MG,Querosene Iluminante,m3,255.0,2022-09-11,
2011-03,MG,Querosene Iluminante,m3,315.0,2022-09-11,
2011-04,MG,Querosene Iluminante,m3,245.0,2022-09-11,
2011-05,MG,Querosene Iluminante,m3,340.0,2022-09-11,
2011-06,MG,Querosene Iluminante,m3,235.0,2022-09-11,
2011-07,MG,Querosene Iluminante,m3,284.0,2022-09-11,
2011-08,MG,Querosene Iluminante,m3,285.0,2022-09-11,
2011-09,MG,Querosene Iluminante,m3,430.0,2022-09-11,
2011-10,MG,Querosene Iluminante,m3,295.0,2022-09-11,
2011-11,MG,Querosene Iluminante,m3,375.0,2022-09-11,
2011-12,MG,Querosene Iluminante,m3,255.0,2022-09-11,
2012-01,MG,Querosene Iluminante,m3,364.0,2022-09-11,
2012-02,MG,Querosene Iluminante,m3,202.0,2022-09-11,
2012-03,MG,Querosene Iluminante,m3,329.0,2022-09-11,
2012-04,MG,Querosene Iluminante,m3,265.0,2022-09-11,
2012-05,MG,Querosene Iluminante,m3,305.0,2022-09-11,
2012-06,MG,Querosene Iluminante,m3,269.0,2022-09-11,
2012-07,MG,Querosene Iluminante,m3,265.0,2022-09-11,
2012-08,MG,Querosene Iluminante,m3,325.0,2022-09-11,
2012-09,MG,Querosene Iluminante,m3,254.0,2022-09-11,
2012-10,MG,Querosene Iluminante,m3,245.0,2022-09-11,
2012-11,MG,Querosene Iluminante,m3,210.0,2022-09-11,
2012-12,MG,Querosene Iluminante,m3,192.0,2022-09-11,
2013-01,MG,Querosene Iluminante,m3,300.0,2022-09-11,
2013-02,MG,Querosene Iluminante,m3,205.0,2022-09-11,
2013-03,MG,Querosene Iluminante,m3,237.0,2022-09-11,
2013-04,MG,Querosene Iluminante,m3,280.0,2022-09-11,
2013-05,MG,Querosene Iluminante,m3,320.0,2022-09-11,
2013-06,MG,Querosene Iluminante,m3,219.0,2022-09-11,
2013-07,MG,Querosene Iluminante,m3,240.0,2022-09-11,
2013-08,MG,Querosene Iluminante,m3,155.0,2022-09-11,
2013-09,MG,Querosene Iluminante,m3,130.0,2022-09-11,
2013-10,MG,Querosene Iluminante,m3,305.0,2022-09-11,
2013-11,MG,Querosene Iluminante,m3,200.0,2022-09-11,
2013-12,MG,Querosene Iluminante,m3,120.0,2022-09-11,
2014-01,MG,Querosene Iluminante,m3,290.0,2022-09-11,
2014-02,MG,Querosene Iluminante,m3,160.0,2022-09-11,
2014-03,MG,Querosene Iluminante,m3,145.0,2022-09-11,
2014-04,MG,Querosene Iluminante,m3,80.0,2022-09-11,
2014-05,MG,Querosene Iluminante,m3,220.0,2022-09-11,
2014-06,MG,Querosene Iluminante,m3,173.0,2022-09-11,
2014-07,MG,Querosene Iluminante,m3,170.0,2022-09-11,
2014-08,MG,Querosene Iluminante,m3,138.0,2022-09-11,
2014-09,MG,Querosene Iluminante,m3,160.0,2022-09-11,
2014-10,MG,Querosene Iluminante,m3,160.0,2022-09-11,
2014-11,MG,Querosene Iluminante,m3,130.0,2022-09-11,
2014-12,MG,Querosene Iluminante,m3,65.0,2022-09-11,
2015-01,MG,Querosene Iluminante,m3,130.0,2022-09-11,
2015-02,MG,Querosene Iluminante,m3,140.0,2022-09-11,
2015-03,MG,Querosene Iluminante,m3,125.0,2022-09-11,
2015-04,MG,Querosene Iluminante,m3,180.0,2022-09-11,
2015-05,MG,Querosene Iluminante,m3,165.0,2022-09-11,
2015-06,MG,Querosene Iluminante,m3,120.0,2022-09-11,
2015-07,MG,Querosene Iluminante,m3,115.0,2022-09-11,
2015-08,MG,Querosene Iluminante,m3,170.0,2022-09-11,
2015-09,MG,Querosene Iluminante,m3,105.0,2022-09-11,
2015-10,MG,Querosene Iluminante,m3,165.0,2022-09-11,
2015-11,MG,Querosene Iluminante,m3,210.0,2022-09-11,
2015-12,MG,Querosene Iluminante,m3,110.0,2022-09-11,
2016-01,MG,Querosene Iluminante,m3,210.0,2022-09-11,
2016-02,MG,Querosene Iluminante,m3,185.0,2022-09-11,
2016-03,MG,Querosene Iluminante,m3,225.0,2022-09-11,
2016-04,MG,Querosene Iluminante,m3,265.0,2022-09-11,
2016-05,MG,Querosene Iluminante,m3,187.0,2022-09-11,
2016-06,MG,Querosene Iluminante,m3,180.0,2022-09-11,
2016-07,MG,Querosene Iluminante,m3,130.0,2022-09-11,
2016-08,MG,Querosene Iluminante,m3,135.0,2022-09-11,
2016-09,MG,Querosene Iluminante,m3,160.0,2022-09-11,
2016-10,MG,Querosene Iluminante,m3,140.0,2022-09-11,
2016-11,MG,Querosene Iluminante,m3,160.0,2022-09-11,
2016-12,MG,Querosene Iluminante,m3,138.0,2022-09-11,
2017-01,MG,Querosene Iluminante,m3,213.0,2022-09-11,
2017-02,MG,Querosene Iluminante,m3,85.0,2022-09-11,
2017-03,MG,Querosene Iluminante,m3,240.0,2022-09-11,
2017-04,MG,Querosene Iluminante,m3,130.0,2022-09-11,
2017-05,MG,Querosene Iluminante,m3,185.0,2022-09-11,
2017-06,MG,Querosene Iluminante,m3,105.0,2022-09-11,
2017-07,MG,Querosene Iluminante,m3,135.0,2022-09-11,
2017-08,MG,Querosene Iluminante,m3,165.0,2022-09-11,
2017-09,MG,Querosene Iluminante,m3,133.0,2022-09-11,
2017-10,MG,Querosene Iluminante,m3,85.0,2022-09-11,
2017-11,MG,Querosene Iluminante,m3,145.0,2022-09-11,
2017-12,MG,Querosene Iluminante,m3,155.0,2022-09-11,
2018-01,MG,Querosene Iluminante,m3,202.0,2022-09-11,
2018-02,MG,Querosene Iluminante,m3,110.0,2022-09-11,
2018-03,MG,Querosene Iluminante,m3,130.0,2022-09-11,
2018-04,MG,Querosene Iluminante,m3,245.0,2022-09-11,
2018-05,MG,Querosene Iluminante,m3,155.0,2022-09-11,
2018-06,MG,Querosene Iluminante,m3,200.0,2022-09-11,
2018-07,MG,Querosene Iluminante,m3,207.0,2022-09-11,
2018-08,MG,Querosene Iluminante,m3,195.0,2022-09-11,
2018-09,MG,Querosene Iluminante,m3,145.0,2022-09-11,
2018-10,MG,Querosene Iluminante,m3,145.0,2022-09-11,
2018-11,MG,Querosene Iluminante,m3,165.0,2022-09-11,
2018-12,MG,Querosene Iluminante,m3,155.0,2022-09-11,
2019-01,MG,Querosene Iluminante,m3,180.0,2022-09-11,
2019-02,MG,Querosene Iluminante,m3,160.0,2022-09-11,
2019-03,MG,Querosene Iluminante,m3,183.0,2022-09-11,
2019-04,MG,Querosene Iluminante,m3,125.0,2022-09-11,
2019-05,MG,Querosene Iluminante,m3,175.0,2022-09-11,
2019-06,MG,Querosene Iluminante,m3,105.0,2022-09-11,
2019-07,MG,Querosene Iluminante,m3,110.0,2022-09-11,
2019-08,MG,Querosene Iluminante,m3,150.0,2022-09-11,
2019-09,MG,Querosene Iluminante,m3,120.0,2022-09-11,
2019-10,MG,Querosene Iluminante,m3,135.0,2022-09-11,
2019-11,MG,Querosene Iluminante,m3,130.0,2022-09-11,
2019-12,MG,Querosene Iluminante,m3,80.0,2022-09-11,
2020-01,MG,Querosene Iluminante,m3,100.0,2022-09-11,
2020-02,MG,Querosene Iluminante,m3,170.0,2022-09-11,
2020-03,MG,Querosene Iluminante,m3,160.0,2022-09-11,
2020-04,MG,Querosene Iluminante,m3,85.0,2022-09-11,
2020-05,MG,Querosene Iluminante,m3,225.0,2022-09-11,
2020-06,MG,Querosene Iluminante,m3,170.0,2022-09-11,
2020-07,MG,Querosene Iluminante,m3,190.0,2022-09-11,
2020-08,MG,Querosene Iluminante,m3,150.0,2022-09-11,
