ano_mês,uf,produto,unid,venda,criado_em,ano
2013-10,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-11,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-12,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-01,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-02,AM,Querosene Iluminante,m3, 5 ,2022-09-11,
2014-03,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-04,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-05,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-06,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-07,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-08,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-09,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-10,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-11,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-12,AM,Querosene Iluminante,m3, 0 ,2022-09-11,
2015-01,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-02,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-03,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-04,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-05,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-06,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-07,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-08,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-09,AM,Querosene Iluminante,m3, 5 ,2022-09-11,
2015-10,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-11,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-12,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-01,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-02,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-03,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-04,AM,Querosene Iluminante,m3, 5 ,2022-09-11,
2016-05,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-06,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-07,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-08,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-09,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-10,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-11,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-12,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2000-01,DF,Querosene Iluminante,m3,,2022-09-11,
2000-02,DF,Querosene Iluminante,m3,,2022-09-11,
2000-03,DF,Querosene Iluminante,m3,,2022-09-11,
2000-04,DF,Querosene Iluminante,m3,,2022-09-11,
2000-05,DF,Querosene Iluminante,m3,,2022-09-11,
2000-06,DF,Querosene Iluminante,m3,,2022-09-11,
2000-07,DF,Querosene Iluminante,m3,,2022-09-11,
2000-08,DF,Querosene Iluminante,m3,,2022-09-11,
2000-09,DF,Querosene Iluminante,m3,,2022-09-11,
2000-10,DF,Querosene Iluminante,m3,,2022-09-11,
2000-11,DF,Querosene Iluminante,m3,,2022-09-11,
2000-12,DF,Querosene Iluminante,m3,,2022-09-11,
2001-01,DF,Querosene Iluminante,m3,,2022-09-11,
2001-02,DF,Querosene Iluminante,m3,,2022-09-11,
2001-03,DF,Querosene Iluminante,m3,,2022-09-11,
2001-04,DF,Querosene Iluminante,m3,,2022-09-11,
2001-05,DF,Querosene Iluminante,m3,,2022-09-11,
2001-06,DF,Querosene Iluminante,m3,,2022-09-11,
2001-07,DF,Querosene Iluminante,m3,,2022-09-11,
2001-08,DF,Querosene Iluminante,m3,,2022-09-11,
2001-09,DF,Querosene Iluminante,m3,,2022-09-11,
2001-10,DF,Querosene Iluminante,m3,,2022-09-11,
2001-11,DF,Querosene Iluminante,m3,,2022-09-11,
2001-12,DF,Querosene Iluminante,m3,,2022-09-11,
2002-01,DF,Querosene Iluminante,m3,,2022-09-11,
2002-02,DF,Querosene Iluminante,m3,,2022-09-11,
2002-03,DF,Querosene Iluminante,m3,,2022-09-11,
2002-04,DF,Querosene Iluminante,m3,,2022-09-11,
2002-05,DF,Querosene Iluminante,m3,,2022-09-11,
2002-06,DF,Querosene Iluminante,m3,,2022-09-11,
2002-07,DF,Querosene Iluminante,m3,,2022-09-11,
2002-08,DF,Querosene Iluminante,m3,,2022-09-11,
2002-09,DF,Querosene Iluminante,m3,,2022-09-11,
2002-10,DF,Querosene Iluminante,m3,,2022-09-11,
2002-11,DF,Querosene Iluminante,m3,,2022-09-11,
2002-12,DF,Querosene Iluminante,m3,,2022-09-11,
2003-01,DF,Querosene Iluminante,m3,,2022-09-11,
2003-02,DF,Querosene Iluminante,m3,,2022-09-11,
2003-03,DF,Querosene Iluminante,m3,,2022-09-11,
2003-04,DF,Querosene Iluminante,m3,,2022-09-11,
2003-05,DF,Querosene Iluminante,m3,,2022-09-11,
2003-06,DF,Querosene Iluminante,m3,,2022-09-11,
2003-07,DF,Querosene Iluminante,m3,,2022-09-11,
2003-08,DF,Querosene Iluminante,m3,,2022-09-11,
2003-09,DF,Querosene Iluminante,m3,,2022-09-11,
2003-10,DF,Querosene Iluminante,m3,,2022-09-11,
2003-11,DF,Querosene Iluminante,m3,,2022-09-11,
2003-12,DF,Querosene Iluminante,m3,,2022-09-11,
2004-01,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2004-02,DF,Querosene Iluminante,m3, 10 ,2022-09-11,
2004-03,DF,Querosene Iluminante,m3, 11 ,2022-09-11,
2004-04,DF,Querosene Iluminante,m3, 10 ,2022-09-11,
2004-05,DF,Querosene Iluminante,m3, 10 ,2022-09-11,
2004-06,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2004-07,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2004-08,DF,Querosene Iluminante,m3, 10 ,2022-09-11,
2004-09,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2004-10,DF,Querosene Iluminante,m3, 20 ,2022-09-11,
2004-11,DF,Querosene Iluminante,m3, 10 ,2022-09-11,
2004-12,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2005-01,DF,Querosene Iluminante,m3, 10 ,2022-09-11,
2005-02,DF,Querosene Iluminante,m3, 20 ,2022-09-11,
2005-03,DF,Querosene Iluminante,m3, 1 ,2022-09-11,
2005-04,DF,Querosene Iluminante,m3, 10 ,2022-09-11,
2005-05,DF,Querosene Iluminante,m3, 10 ,2022-09-11,
2005-06,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2005-07,DF,Querosene Iluminante,m3, 10 ,2022-09-11,
2005-08,DF,Querosene Iluminante,m3, 20 ,2022-09-11,
2005-09,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2005-10,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2005-11,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2005-12,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2006-01,DF,Querosene Iluminante,m3, 10 ,2022-09-11,
2006-02,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2006-03,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2006-04,DF,Querosene Iluminante,m3, 15 ,2022-09-11,
2006-05,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2006-06,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2006-07,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2006-08,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2006-09,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2006-10,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2006-11,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2006-12,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2007-01,DF,Querosene Iluminante,m3, 20 ,2022-09-11,
2007-02,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2007-03,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2007-04,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2007-05,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2007-06,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2007-07,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2007-08,DF,Querosene Iluminante,m3, 10 ,2022-09-11,
2007-09,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2007-10,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2007-11,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2007-12,DF,Querosene Iluminante,m3, (0),2022-09-11,
2008-01,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-02,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-03,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-04,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2008-05,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-06,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-07,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2008-08,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-09,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-10,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2008-11,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-12,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2009-01,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2009-02,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2009-03,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2009-04,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2009-05,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2009-06,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2009-07,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2009-08,DF,Querosene Iluminante,m3, 6 ,2022-09-11,
2009-09,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2009-10,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2009-11,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2009-12,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-01,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2010-02,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-03,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2010-04,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2010-05,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-06,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2010-07,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-08,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-09,DF,Querosene Iluminante,m3, 5 ,2022-09-11,
2010-10,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-11,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-12,DF,Querosene Iluminante,m3, NaN   ,2022-09-11,
2000-01,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2000-02,ES,Querosene Iluminante,m3, 105 ,2022-09-11,
2000-03,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2000-04,ES,Querosene Iluminante,m3, 15 ,2022-09-11,
2000-05,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2000-06,ES,Querosene Iluminante,m3, 30 ,2022-09-11,
2000-07,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2000-08,ES,Querosene Iluminante,m3, 20 ,2022-09-11,
2000-09,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2000-10,ES,Querosene Iluminante,m3, 150 ,2022-09-11,
2000-11,ES,Querosene Iluminante,m3, 1.030 ,2022-09-11,
2000-12,ES,Querosene Iluminante,m3, 665 ,2022-09-11,
2001-01,ES,Querosene Iluminante,m3,,2022-09-11,
2001-02,ES,Querosene Iluminante,m3,,2022-09-11,
2001-03,ES,Querosene Iluminante,m3,,2022-09-11,
2001-04,ES,Querosene Iluminante,m3,,2022-09-11,
2001-05,ES,Querosene Iluminante,m3,,2022-09-11,
2001-06,ES,Querosene Iluminante,m3,,2022-09-11,
2001-07,ES,Querosene Iluminante,m3,,2022-09-11,
2001-08,ES,Querosene Iluminante,m3,,2022-09-11,
2001-09,ES,Querosene Iluminante,m3,,2022-09-11,
2001-10,ES,Querosene Iluminante,m3,,2022-09-11,
2001-11,ES,Querosene Iluminante,m3,,2022-09-11,
2001-12,ES,Querosene Iluminante,m3,,2022-09-11,
2002-01,ES,Querosene Iluminante,m3,,2022-09-11,
2002-02,ES,Querosene Iluminante,m3,,2022-09-11,
2002-03,ES,Querosene Iluminante,m3,,2022-09-11,
2002-04,ES,Querosene Iluminante,m3,,2022-09-11,
2002-05,ES,Querosene Iluminante,m3,,2022-09-11,
2002-06,ES,Querosene Iluminante,m3,,2022-09-11,
2002-07,ES,Querosene Iluminante,m3,,2022-09-11,
2002-08,ES,Querosene Iluminante,m3,,2022-09-11,
2002-09,ES,Querosene Iluminante,m3,,2022-09-11,
2002-10,ES,Querosene Iluminante,m3,,2022-09-11,
2002-11,ES,Querosene Iluminante,m3,,2022-09-11,
2002-12,ES,Querosene Iluminante,m3,,2022-09-11,
2003-01,ES,Querosene Iluminante,m3,,2022-09-11,
2003-02,ES,Querosene Iluminante,m3,,2022-09-11,
2003-03,ES,Querosene Iluminante,m3,,2022-09-11,
2003-04,ES,Querosene Iluminante,m3,,2022-09-11,
2003-05,ES,Querosene Iluminante,m3,,2022-09-11,
2003-06,ES,Querosene Iluminante,m3,,2022-09-11,
2003-07,ES,Querosene Iluminante,m3,,2022-09-11,
2003-08,ES,Querosene Iluminante,m3,,2022-09-11,
2003-09,ES,Querosene Iluminante,m3,,2022-09-11,
2003-10,ES,Querosene Iluminante,m3,,2022-09-11,
2003-11,ES,Querosene Iluminante,m3,,2022-09-11,
2003-12,ES,Querosene Iluminante,m3,,2022-09-11,
2004-01,ES,Querosene Iluminante,m3,,2022-09-11,
2004-02,ES,Querosene Iluminante,m3,,2022-09-11,
2004-03,ES,Querosene Iluminante,m3,,2022-09-11,
2004-04,ES,Querosene Iluminante,m3,,2022-09-11,
2004-05,ES,Querosene Iluminante,m3,,2022-09-11,
2004-06,ES,Querosene Iluminante,m3,,2022-09-11,
2004-07,ES,Querosene Iluminante,m3,,2022-09-11,
2004-08,ES,Querosene Iluminante,m3,,2022-09-11,
2004-09,ES,Querosene Iluminante,m3,,2022-09-11,
2004-10,ES,Querosene Iluminante,m3,,2022-09-11,
2004-11,ES,Querosene Iluminante,m3,,2022-09-11,
2004-12,ES,Querosene Iluminante,m3,,2022-09-11,
2005-01,ES,Querosene Iluminante,m3,,2022-09-11,
2005-02,ES,Querosene Iluminante,m3,,2022-09-11,
2005-03,ES,Querosene Iluminante,m3,,2022-09-11,
2005-04,ES,Querosene Iluminante,m3,,2022-09-11,
2005-05,ES,Querosene Iluminante,m3,,2022-09-11,
2005-06,ES,Querosene Iluminante,m3,,2022-09-11,
2005-07,ES,Querosene Iluminante,m3,,2022-09-11,
2005-08,ES,Querosene Iluminante,m3,,2022-09-11,
2005-09,ES,Querosene Iluminante,m3,,2022-09-11,
2005-10,ES,Querosene Iluminante,m3,,2022-09-11,
2005-11,ES,Querosene Iluminante,m3,,2022-09-11,
2005-12,ES,Querosene Iluminante,m3,,2022-09-11,
2006-01,ES,Querosene Iluminante,m3,,2022-09-11,
2006-02,ES,Querosene Iluminante,m3,,2022-09-11,
2006-03,ES,Querosene Iluminante,m3,,2022-09-11,
2006-04,ES,Querosene Iluminante,m3,,2022-09-11,
2006-05,ES,Querosene Iluminante,m3,,2022-09-11,
2006-06,ES,Querosene Iluminante,m3,,2022-09-11,
2006-07,ES,Querosene Iluminante,m3,,2022-09-11,
2006-08,ES,Querosene Iluminante,m3,,2022-09-11,
2006-09,ES,Querosene Iluminante,m3,,2022-09-11,
2006-10,ES,Querosene Iluminante,m3,,2022-09-11,
2006-11,ES,Querosene Iluminante,m3,,2022-09-11,
2006-12,ES,Querosene Iluminante,m3,,2022-09-11,
2007-01,ES,Querosene Iluminante,m3, 11 ,2022-09-11,
2007-02,ES,Querosene Iluminante,m3, 10 ,2022-09-11,
2007-03,ES,Querosene Iluminante,m3, 10 ,2022-09-11,
2007-04,ES,Querosene Iluminante,m3, 10 ,2022-09-11,
2007-05,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2007-06,ES,Querosene Iluminante,m3, 25 ,2022-09-11,
2007-07,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2007-08,ES,Querosene Iluminante,m3, 15 ,2022-09-11,
2007-09,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2007-10,ES,Querosene Iluminante,m3, 20 ,2022-09-11,
2007-11,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2007-12,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-01,ES,Querosene Iluminante,m3, 15 ,2022-09-11,
2008-02,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-03,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-04,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2008-05,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-06,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2008-07,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2008-08,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-09,ES,Querosene Iluminante,m3, 40 ,2022-09-11,
2008-10,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2008-11,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2008-12,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2009-01,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2009-02,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2009-03,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2009-04,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2009-05,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2009-06,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2009-07,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2009-08,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2009-09,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2009-10,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2009-11,ES,Querosene Iluminante,m3, 15 ,2022-09-11,
2009-12,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-01,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-02,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-03,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-04,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-05,ES,Querosene Iluminante,m3, 15 ,2022-09-11,
2010-06,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-07,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-08,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-09,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-10,ES,Querosene Iluminante,m3, 15 ,2022-09-11,
2010-11,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-12,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2011-01,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2011-02,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2011-03,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2011-04,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2011-05,ES,Querosene Iluminante,m3, 15 ,2022-09-11,
2011-06,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2011-07,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2011-08,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2011-09,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2011-10,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2011-11,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2011-12,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-01,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-02,ES,Querosene Iluminante,m3, 15 ,2022-09-11,
2012-03,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-04,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-05,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-06,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-07,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-08,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-09,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-10,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-11,ES,Querosene Iluminante,m3, 15 ,2022-09-11,
2012-12,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-01,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-02,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-03,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-04,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-05,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-06,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-07,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-08,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-09,ES,Querosene Iluminante,m3, 15 ,2022-09-11,
2013-10,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-11,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-12,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-01,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-02,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-03,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-04,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-05,ES,Querosene Iluminante,m3, 0 ,2022-09-11,
2014-06,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-07,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-08,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-09,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-10,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2014-11,ES,Querosene Iluminante,m3, 15 ,2022-09-11,
2014-12,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-01,ES,Querosene Iluminante,m3, 0 ,2022-09-11,
2015-02,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-03,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-04,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-05,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-06,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-07,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-08,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-09,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-10,ES,Querosene Iluminante,m3, 0 ,2022-09-11,
2015-11,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-12,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-01,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-02,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-03,ES,Querosene Iluminante,m3, 0 ,2022-09-11,
2016-04,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-05,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2016-06,ES,Querosene Iluminante,m3, 0 ,2022-09-11,
2016-07,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-08,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-09,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-10,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2016-11,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-12,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2017-01,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2017-02,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2017-03,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2017-04,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2017-05,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2017-06,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2017-07,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2017-08,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2017-09,ES,Querosene Iluminante,m3, 1 ,2022-09-11,
2017-10,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2017-11,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2017-12,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2018-01,ES,Querosene Iluminante,m3, 3 ,2022-09-11,
2018-02,ES,Querosene Iluminante,m3, 1 ,2022-09-11,
2018-03,ES,Querosene Iluminante,m3, 1 ,2022-09-11,
2018-04,ES,Querosene Iluminante,m3, 3 ,2022-09-11,
2018-05,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2018-06,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2018-07,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2018-08,ES,Querosene Iluminante,m3, 9 ,2022-09-11,
2018-09,ES,Querosene Iluminante,m3, 3 ,2022-09-11,
2018-10,ES,Querosene Iluminante,m3, 3 ,2022-09-11,
2018-11,ES,Querosene Iluminante,m3, 2 ,2022-09-11,
2018-12,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2019-01,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2019-02,ES,Querosene Iluminante,m3, 14 ,2022-09-11,
2019-03,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2019-04,ES,Querosene Iluminante,m3, 3 ,2022-09-11,
2019-05,ES,Querosene Iluminante,m3, 2 ,2022-09-11,
2019-06,ES,Querosene Iluminante,m3, 6 ,2022-09-11,
2019-07,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2019-08,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2019-09,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2019-10,ES,Querosene Iluminante,m3, 12 ,2022-09-11,
2019-11,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2019-12,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2020-01,ES,Querosene Iluminante,m3, 4 ,2022-09-11,
2020-02,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2020-03,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2020-04,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2020-05,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
2020-06,ES,Querosene Iluminante,m3, 2 ,2022-09-11,
2020-07,ES,Querosene Iluminante,m3, 5 ,2022-09-11,
2020-08,ES,Querosene Iluminante,m3, NaN   ,2022-09-11,
